37.139.53.88 - - [01/May/2024:06:48:56 -0700] "GET / HTTP/1.0" 200 89568 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
71.6.134.233 - - [12/May/2024:08:53:32 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
71.6.134.233 - - [12/May/2024:08:57:15 -0700] "GET /favicon.ico HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
71.6.134.232 - - [12/May/2024:08:59:04 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
71.6.134.232 - - [12/May/2024:09:03:19 -0700] "GET /favicon.ico HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36"
104.168.147.51 - - [12/May/2024:09:04:08 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
104.168.147.51 - - [12/May/2024:09:04:08 -0700] "GET / HTTP/1.1" 200 20527 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
104.168.147.51 - - [12/May/2024:09:04:08 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
104.168.147.51 - - [12/May/2024:09:04:08 -0700] "GET / HTTP/1.1" 200 20527 "http://rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
104.168.147.51 - - [12/May/2024:09:04:09 -0700] "GET /?name=David+Rowe&email=stockdreams%40kagrowth.org&weJHlkUY=stockdreams%40kagrowth.org&phone=01.17.68.97.35&message=Hey+there+Visionary%2C%0D%0A%0D%0AEver+feel+like+you%27re+in+an+endless+battle+for+traffic%2C+stuck+between+high-cost+ads+and+the+slow+burn+of+SEO%3F+It%27s+time+to+tap+into+a+gold+mine+that+most+are+overlooking:+Google+Image+Search+powered+by+AI.%0D%0A%0D%0AIntroducing+StockDreams%2C+the+game-changer+in+visual+content+creation:+https://www.kagrowth.org/stocktraffic+%0D%0A%0D%0AStockDreams+isn%27t+just+another+image+tool;+it%27s+a+visionary%27s+playground%2C+powered+by+AI+to+ensure+your+visuals+do+more+than+just+%27show%27+%E2%80%93+they+perform.%0D%0A%0D%0AWith+StockDreams%2C+you%27re+unlocking+an+arsenal+of+AI-generated+visuals%2C+from+captivating+stock+images+and+vibrant+illustrations+to+bespoke+logos%2C+icons%2C+and+even+brand+characters.%0D%0A%0D%0ANot+to+mention+the+doodles+that+can+bring+the+fun+to+your+brand+voice%2C+and+product+images+that+sell+not+just+a+product+but+a+story.%0D%0A%0D%0AHere%27s+what+StockDreams+unlocks+for+you:%0D%0A%0D%0A%3F%3F+AI-generated+stock+images+tailored+to+your+niche.%0D%0A%0D%0A%3F%3F+Custom+illustrations+to+give+your+content+a+polished%2C+professional+edge.%0D%0A%0D%0A%3F%3F+Dynamic+logos+and+icons+that+capture+your+brand+essence.%0D%0A%0D%0A%3F%3F+Unique+brand+characters+to+personify+your+business+and+connect+with+audiences.%0D%0A%0D%0A%3F%3F%3F+Engaging+doodles+to+humanize+your+marketing+and+make+it+relatable.%0D%0A%0D%0A%3F%3F+Product+images+that+spotlight+your+offerings+in+the+best+light.%0D%0A%0D%0AAnd+all+of+this+comes+with+an+easy-to-use+image+editor+that+makes+customization+a+breeze.%0D%0A%0D%0AReady+to+revolutionize+how+you+attract+visitors%3F+Dive+into+the+world+of+StockDreams:+https://www.kagrowth.org/stocktraffic+%0D%0A%0D%0AWave+goodbye+to+traffic+woes+and+hello+to+a+visually-rich+future.+%0D%0A%0D%0AStockDreams+is+not+just+a+solution;+it%27s+your+partner+in+capturing+the+attention+your+business+deserves.%0D%0A%0D%0AUnlock+your+potential%2C+one+click+at+a+time.%0D%0A%0D%0AExcited+for+you+to+see+the+difference%2C%0D%0A%0D%0ADavid+Rowe%0D%0A%0D%0A%0D%0AUNSUBSCRIBE:+https://www.kagrowth.org/unsubscribe%0D%0AAddress:+2668+Ashwood+Drive%0D%0ACouncil+Bluffs%2C+IA+51501%0D%0A%0D%0A%0D%0A%0D%0A------------------------------------------------------------------%0D%0A(rndsquared.com)%0D%0A&submit= HTTP/1.1" 200 20527 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
114.119.191.138 - - [12/May/2024:10:03:57 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36"
128.14.209.26 - - [12/May/2024:10:25:20 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36"
128.14.209.26 - - [12/May/2024:10:25:21 -0700] "GET / HTTP/1.1" 200 20527 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.117 Safari/537.36"
180.112.183.53 - - [12/May/2024:10:53:47 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Maxthon/5.0.1.1700 Chrome/47.0.2526.73 Safari/537.36"
121.237.36.27 - - [12/May/2024:11:03:42 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.10) Gecko/20070223 CentOS/1.5.0.10-0.1.el4.centos Firefox/1.5.0.10"
146.70.111.132 - - [12/May/2024:11:23:58 -0700] "GET / HTTP/1.0" 200 89568 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.100 Safari/537.36"
193.3.167.202 - - [12/May/2024:11:40:04 -0700] "GET /wp-login.php HTTP/1.1" 301 247 "-" "Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:94.0) Gecko/20100101 Firefox/95.0"
193.3.167.202 - - [12/May/2024:11:40:05 -0700] "GET /wp-login.php HTTP/1.1" 404 210 "http://www.rndsquared.com/wp-login.php" "Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:94.0) Gecko/20100101 Firefox/95.0"
185.147.213.14 - - [12/May/2024:12:14:22 -0700] "GET / HTTP/1.0" 301 235 "http://rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.147.213.14 - - [12/May/2024:12:14:23 -0700] "GET / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
185.147.213.14 - - [12/May/2024:12:14:25 -0700] "POST / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
43.163.8.148 - - [12/May/2024:12:37:15 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
43.163.8.148 - - [12/May/2024:12:37:18 -0700] "GET / HTTP/1.1" 200 20527 "http://www.rndsquared.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
23.106.196.26 - - [12/May/2024:12:59:54 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
45.237.86.64 - - [12/May/2024:12:59:55 -0700] "GET / HTTP/1.1" 200 20527 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
23.226.16.254 - - [12/May/2024:12:59:56 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
23.226.16.254 - - [12/May/2024:12:59:56 -0700] "GET / HTTP/1.1" 200 20527 "http://rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
23.106.201.34 - - [12/May/2024:13:00:00 -0700] "GET /?name=Aida+Timmer&email=aida.timmer%40gmail.com&weJHlkUY=aida.timmer%40gmail.com&phone=247125871&message=Hey+there%2C+we+noticed+you+may+find+this+automation+tool+useful+for+your+business+or+website.%0D%0A%0D%0ACheck+out+Go+High+Level+when+you+get+a+chance.++Click+the+link+below+and+try+for+FREE+for+14+days%3A%0D%0A%0D%0Ahttps%3A%2F%2Fshorturl.at%2FdioKX&submit= HTTP/1.1" 200 20527 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
216.131.108.247 - - [12/May/2024:13:17:19 -0700] "GET / HTTP/1.0" 301 235 "http://rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.71 Safari/537.36"
216.131.108.247 - - [12/May/2024:13:17:20 -0700] "GET / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.71 Safari/537.36"
216.131.108.247 - - [12/May/2024:13:17:22 -0700] "POST / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.6099.71 Safari/537.36"
172.111.156.230 - - [12/May/2024:13:18:32 -0700] "GET / HTTP/1.0" 301 235 "http://rndsquared.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.111.156.230 - - [12/May/2024:13:18:44 -0700] "GET / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
172.111.156.230 - - [12/May/2024:13:18:45 -0700] "POST / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36"
110.4.41.246 - - [12/May/2024:13:44:50 -0700] "GET /wp-login.php HTTP/1.1" 301 247 "-" "Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:94.0) Gecko/20100101 Firefox/95.0"
110.4.41.246 - - [12/May/2024:13:44:51 -0700] "GET /wp-login.php HTTP/1.1" 404 210 "http://rndsquared.com/wp-login.php" "Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:94.0) Gecko/20100101 Firefox/95.0"
146.70.111.132 - - [12/May/2024:14:07:34 -0700] "GET / HTTP/1.0" 301 235 "http://rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
146.70.111.132 - - [12/May/2024:14:07:36 -0700] "GET / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
146.70.111.132 - - [12/May/2024:14:07:37 -0700] "POST / HTTP/1.0" 200 89568 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
103.42.180.164 - - [12/May/2024:14:42:25 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.2; .NET4.0C; .NET4.0E; {D9D54F49-E51C-445e-92F2-1EE3C2313240})"
152.228.209.80 - - [12/May/2024:14:46:57 -0700] "GET /.git/config HTTP/1.1" 301 246 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.88 Safari/537.36 Vivaldi/2.4.1488.36"
45.130.202.47 - - [12/May/2024:15:08:38 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
45.130.202.29 - - [12/May/2024:15:08:39 -0700] "GET /?name=Carin+Filler&email=filler.carin%40outlook.com&weJHlkUY=filler.carin%40outlook.com&phone=6507373984&message=%3E+Sorry+to+be+a+bother%2C+but+I+was+informed+that+you+have+either+a+Residential+or+Business+debt+to+pay+off.%0D%0A%3E%0D%0A%3E+When+this+is+true%2C+we+at+Cancel1Mortgage.info+guarantee+your+debt+will+be+paid+off%2FDischarged%2FExtinguished+in+14+days+when+you+follow+our+Client+Instructions.%0D%0A%3E%0D%0A%3E+Please+visit+Cancel1Mortgage.info+today+and+order+your+debt+removal+securities+Processing+now+which+is+100%25+legal+and+ordered+by+courts+to+be+debt+payment.%0D%0A%3E%0D%0A%3E+Thank+you+for+your+business+and+for+extinguishing+your+debt+through+Cancel1Mortgage.info+when+you+decide+to+use+our+very+successful+registered+Promissory+Note+securities+to+pay+off+your+debt+in+14+days+Guaranteed.%0D%0A%3E%0D%0A%3E+You+may+also+contact+me%2C+David+Young+de+God%2C+through+SKYPE+with+dayglobal..%0D%0A%3E%0D%0A%3E+Thank+you+again+for+reading..&submit= HTTP/1.1" 200 20527 "https://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 10.0; WOW64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 OPR/89.0.4447.51"
83.147.52.42 - - [12/May/2024:15:24:28 -0700] "GET /.git/config HTTP/1.1" 404 209 "-" "Mozilla/5.0 (Linux; Android 8.0.0; HWI-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Mobile Safari/537.36"
5.188.62.174 - - [12/May/2024:16:22:00 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4758.11 Safari/537.36"
5.188.62.174 - - [12/May/2024:16:22:01 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4758.11 Safari/537.36"
5.188.62.174 - - [12/May/2024:16:22:07 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4758.11 Safari/537.36"
5.188.62.174 - - [12/May/2024:16:22:12 -0700] "GET /admin/ HTTP/1.1" 404 204 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4758.11 Safari/537.36"
82.80.249.235 - - [12/May/2024:16:41:19 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
82.80.249.235 - - [12/May/2024:16:41:20 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0"
82.80.249.249 - - [12/May/2024:16:41:23 -0700] "GET / HTTP/1.1" 301 235 "-" "Mozilla/6.0 (compatible)"
82.80.249.249 - - [12/May/2024:16:41:24 -0700] "GET / HTTP/1.1" 200 20527 "-" "Mozilla/6.0 (compatible)"
82.80.249.249 - - [12/May/2024:16:41:31 -0700] "GET /css/bootstrap.min.css HTTP/1.1" 301 256 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0"
82.80.249.249 - - [12/May/2024:16:41:31 -0700] "GET /css/bootstrap.min.css HTTP/1.1" 200 11249 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0"
82.80.249.249 - - [12/May/2024:16:41:31 -0700] "GET /css/font-awesome.min.css HTTP/1.1" 301 259 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0"
82.80.249.249 - - [12/May/2024:16:41:31 -0700] "GET /css/font-awesome.min.css HTTP/1.1" 404 222 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 5.1; rv:26.0) Gecko/20100101 Firefox/26.0"
82.80.249.249 - - [12/May/2024:16:41:37 -0700] "GET /css/lightbox.css HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0"
82.80.249.249 - - [12/May/2024:16:41:37 -0700] "GET /css/lightbox.css HTTP/1.1" 200 1003 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:25.0) Gecko/20100101 Firefox/25.0"
82.80.249.249 - - [12/May/2024:16:41:43 -0700] "GET /css/styles.css HTTP/1.1" 301 249 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:41:43 -0700] "GET /css/styles.css HTTP/1.1" 200 2553 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:41:45 -0700] "GET /img/mixman/2.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16"
82.80.249.249 - - [12/May/2024:16:41:46 -0700] "GET /img/mixman/2.jpg HTTP/1.1" 200 80932 "http://www.rndsquared.com/" "Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16"
82.80.249.249 - - [12/May/2024:16:41:53 -0700] "GET /img/mixman/3.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:41:53 -0700] "GET /img/mixman/3.jpg HTTP/1.1" 200 114734 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.72 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:41:59 -0700] "GET /img/mixman/4.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)"
82.80.249.249 - - [12/May/2024:16:41:59 -0700] "GET /img/mixman/5.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0"
82.80.249.249 - - [12/May/2024:16:41:59 -0700] "GET /img/mixman/1.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:00 -0700] "GET /img/mixman/4.jpg HTTP/1.1" 200 135099 "http://www.rndsquared.com/" "Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)"
82.80.249.249 - - [12/May/2024:16:42:00 -0700] "GET /img/mixman/5.jpg HTTP/1.1" 200 86490 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0"
82.80.249.249 - - [12/May/2024:16:42:00 -0700] "GET /img/mixman/1.jpg HTTP/1.1" 200 146374 "http://www.rndsquared.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:00 -0700] "GET /img/mixman/6.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0"
82.80.249.249 - - [12/May/2024:16:42:01 -0700] "GET /img/mixman/6.jpg HTTP/1.1" 200 105501 "http://www.rndsquared.com/" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0"
82.80.249.249 - - [12/May/2024:16:42:02 -0700] "GET /img/mixman/7.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0"
82.80.249.249 - - [12/May/2024:16:42:03 -0700] "GET /img/mixman/7.jpg HTTP/1.1" 200 107323 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0"
82.80.249.249 - - [12/May/2024:16:42:03 -0700] "GET /img/mixman/9.jpg HTTP/1.1" 301 251 "http://www.rndsquared.com/" "Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16"
82.80.249.249 - - [12/May/2024:16:42:04 -0700] "GET /img/mixman/9.jpg HTTP/1.1" 200 141085 "http://www.rndsquared.com/" "Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16"
82.80.249.249 - - [12/May/2024:16:42:08 -0700] "GET /img/mixman/10.jpg HTTP/1.1" 301 252 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:09 -0700] "GET /img/mixman/10.jpg HTTP/1.1" 200 114974 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:13 -0700] "GET /img/mixman/11.jpg HTTP/1.1" 301 252 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:13 -0700] "GET /img/mixman/11.jpg HTTP/1.1" 200 114722 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.57 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:15 -0700] "GET /img/mixman/13.jpg HTTP/1.1" 301 252 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71"
82.80.249.249 - - [12/May/2024:16:42:15 -0700] "GET /img/mixman/13.jpg HTTP/1.1" 200 106423 "http://www.rndsquared.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.71 (KHTML, like Gecko) Version/6.1 Safari/537.71"
82.80.249.249 - - [12/May/2024:16:42:17 -0700] "GET /img/mixman/15.jpg HTTP/1.1" 301 252 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:18 -0700] "GET /img/mixman/15.jpg HTTP/1.1" 200 115845 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:19 -0700] "GET /img/mixman/16.jpg HTTP/1.1" 301 252 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0"
82.80.249.249 - - [12/May/2024:16:42:19 -0700] "GET /img/mixman/16.jpg HTTP/1.1" 200 113328 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0"
65.154.226.171 - - [12/May/2024:16:42:19 -0700] "GET /img/mixman/5.jpg HTTP/1.1" 200 86490 "https://cloudpag.weebly.com/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.132 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:21 -0700] "GET /img/mixman/17.jpg HTTP/1.1" 301 252 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:21 -0700] "GET /img/mixman/17.jpg HTTP/1.1" 200 60460 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
82.80.249.249 - - [12/May/2024:16:42:24 -0700] "GET /img/mixman/18.jpg HTTP/1.1" 301 252 "http://www.rndsquared.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0"
